Sentence,Label,MovieID,Review ID,SentID,FilmID,ReviewID,SentenceID
"Za razliku od njih, mi u samom uvodu dobijamo ishod njihovog saznanja da su ipak u hororu – brutalni i krvavi nered.",1,,,,,,
"Scenarij sada već dobitnika Oscara Petera Straughana, temeljen na knjizi Roberta Harrisa, golica našu radoznalost, ali i mijenja donekle sliku o Crkvi.",1,,,,,,
Uz njih još imamo Agnes Dalton (Alix West Lefler) i Anta (Dan Hough) koji za svoje godine poprilično dobro glume.,0,,,,,,
"Među njima je nekoliko macho tipova iz tehnološkog svijeta, propali glumac (John Leguizamo) s asistenticom, food kritičarka i njen urednik, stariji bračni par te Tyler (Nicholas Hoult), mladić opsjednut tom celebrity kuhinjom koji si utvara da o hrani zna barem jednako kao i slavni chef.",1,,,,,,
Hoćete li se zaljubiti u Saw X u potpunosti ovisi o tome što tražite od ove franšize.,1,,,,,,
"Takav slučaj dogodio se s filmom „Meni”, koji je odlučio spojiti nešto što dosad nije bilo viđeno u filmskome svijetu; kulinarstvo s akcijskim predznakom.",1,,,,,,
"Najbolji primjer za to je bitka ispod mjesečine, a koja je u potpunosti crno-bijela.",1,,,,,,
Kad bi samo uspio zaobići naporne multimilijardere koji prava žele za sebe i dosadne KGB-ovce koji samo žele mučiti ljude.,1,,,,,,
"Kao i one o kojima se, među kritičarima i u široj javnosti, najviše razgovara.",1,,,,,,
"Dakle, njezin novi redateljski podvig odvodi nas u na prvu savršen svijet, a u konačnici monoton, nerealan i nepošten svijet, gdje se sve temelji na obiteljskom životu i odnosu muškarca i žene, a da pri tome muškarci rade i zarađuju za obitelj, dok je ženama mjesto u kuhinji.",1,,,,,,
"Ona je intrigantna samom svojom pojavom, dok je ovdje, iako u manjoj ulozi, dala filmu poseban potpis čija tinta doslovno prolijeva svu tu morbidnost, beskompromisnost i disciplinu lik(ov)a koja više nije pod njihovom kontrolom.",0,,,,,,
"Tu svakako treba izdvojiti Brandona Pereu u ulozi Angela, glumca za kojeg ćemo, vjerujem, tek čuti.",1,,,,,,
Immaculate nipošto ne bih opisao kao strašan naslov.,1,,,,,,
"Kao veliki ljubitelj tog serijala, baš kao i starog dobrog M. Nighta, očekivanja od njegovog novog filma tako su porasla do maksimuma.",1,,,,,,
Znaš zašto?,1,,,,,,
"Iako je jedva izustila i riječ, ludilo postapokaliptičnog svijeta iznjedrilo je od Imperator Furiose očaravajuću i zastrašujuću akcijsku junakinju.",0,,,,,,
"Iako je Elisabeth, odnosno Demi, centralni lik filma, jednako važnu ulogu igra i njena mlađa verzija.",1,,,,,,
"Pojavom zvuka scenografija i kutovi kamere bili su manje sofisticirani, dok Eggers u stilu Murnauovog „Posljednjeg smijeha“ komunicira s publikom kroz slike, gdje vrlo lako možemo zamisliti film bez zvuka ali i dalje bez ikakvog problema razumjeti i doživjeti priču.",0,,,,,,
Posebno mi se urezala u sjećanje scena šminkanja kada se Elizabeth sprema za spoj.,1,,,,,,
Pomanjkanju uzbuđenja ne pomaže ni to da znamo da Furiosa mora preživjeti do Divlje ceste.,1,,,,,,
"Teme poput ljepote, starenja, generacijskih sukoba, sve je to upakirano u instinkt za preživljavanje koji ne postaje samo mučan, već i fizički odvratan.",1,,,,,,
"Vjerojatno takav kodeks ima i po pitanju „svojih filmova“, pa je onda bolje ne riskirati, barem ne javno.",1,,,,,,
Ovaj film dobio je dosta pozornosti na internetu te se o njemu mnogo razgovaralo.,1,,,,,,
"Likovi pokušaju pobjeći kroz planinu, pa ne mogu.",1,,,,,,
"Priča kao da aludira na papu Franju koji se bori za jednakost, za istospolne brakove koji sada u Crkvi mogu dobiti blagoslov svećenika, odnosno za ravnopravnost u punom smislu riječi.",1,,,,,,
"Kada glasovi počinju dolaziti i u Lawrencovo ime, gledatelj pomalo i priželjkuje veliki preokret koji bi ga učinio papom.",1,,,,,,
"Ono što je također bitno je kako njegov lik ni na koji način ne podsjeća na Immortan Joea, kao što ni njegova banda ne podsjeća na Immortanove sljedbenike.",1,,,,,,
Dok je drugi karizmatičan i liberalan.,1,,,,,,
Ubojica koji sluša The Smithse.,1,,,,,,
"Baš kao što je idiličan njihov odnos, tako se čini i idilično mjesto u kojem žive.",1,,,,,,
"Da nema McAvoyja koji je sam po sebi sila s kojom se ne zeza, film ne bi bio niti upola onoga što je sada.",1,,,,,,
"Naravno, nisu oni jedini uzori, pa je tako kroz kombinaciju suptilnog humora i horora prisutan utjecaj „Američkog vukodlaka u Londonu“, dok je prikriveni ali stalno prisutni osjećaj jeze podsjetio na najbolje filmove Johna Carpentera. Kada sam već spomenuo velikog Carpentera, treba posebno pohvaliti kreativnost u stvaranju soundtracka ovog filma.",0,,,,,,
"Gledajući „Pearl“ i „X“ stekao sam dojam kako West itekako zna što radi i što želi od cijele ove priče, tako da ne mogu dočekati izlazak i završnog filma iz trilogije – „MaXXXine“.",0,,,,,,
Vrijedan je i spomena film iz 2000.,1,,,,,,
Pročitao sam da je 99% sama odradila štos što me još više zadivilo.,0,,,,,,
"I to je po meni njegova najveća vrijednost, jer malo je danas filmaša koji mogu ostaviti takav efekt na gledatelja.",2,,,,,,
"Ali nezadovoljna je i ponašanjem svog supruga, Waymonda (Ke Huy Quan).",1,,,,,,
"Rezultat je dobar, ali ne i odličan.",1,,,,,,
"‘Vjeruj mi, dozvoliš li zastarjelim običajima da ti kontroliraju život, to te nikamo neće odvesti.",1,,,,,,
"“Smrt na Nilu” kostimografski je i scenografski raskošan, ali bez napetosti i većih (ugodnih) iznenađenja.",1,,,,,,
"Aktivacija je jednokratna, a jednom kada se dogodi nema povratka.",1,,,,,,
Primjerice kada u filmu bez ikakvog razloga glavni protagonist šeta mračnom ulicom i odjednom mu iskoči mačka iz kontenjera.,0,,,,,,
On može sugerirati puno toga. ,1,,,,,,
"Trenuci kada doktorica hoda niz hodnik podsjetili su me na jezivu scenu iz filma Egzorcist 3, a koja baš diše taj osjećaj jeze i neugode.",1,,,,,,
"I već pogađate, isto će biti smješten u daleku prošlost, ovog puta u srednjovjekovnu Englesku.",1,,,,,,
"Izbor pjesme možda djeluje smiješno na prvu, ali zapravo je itekako ispravan, posebice kada počinjemo osjećati ton samog filma, a koji je dobrim dijelom itekako umirujući.",1,,,,,,
Ovaj horor redatelja Christiana Tafdrupa izazvao je veliku pažnju kod publike.,0,,,,,,
"To nije jasno ni meni samoj jer em nikada nisam gledala njegov najpoznatiji film – Šesto čulo, em ne volim hororce.",1,,,,,,
Ekstra je.,1,,,,,,
Bell je apsolutno emocionalna srž filma.,0,,,,,,
"Sve se čini nekako čudno i uvrnuto, počevši od mjesta radnje, pa sve do samih likova koje u tom procesu ‘upoznajemo’.",1,,,,,,
"Sama činjenica kako postoje filmaši poput Ti Westa, a koji su u stanju u tako kratkom vremenskom periodu snimiti filmove koji su na dobrom putu da postanu dio jedne kultne horor franšize, kod mene izaziva najveće moguće poštovanje.",0,,,,,,
I to upravo zahvaljujući ovom nastavku.,1,,,,,,
"„Nope“ ih, srećom, postavlja jako puno, a na nama je da pronađemo na njih (različite) odgovore koji nisu skriveni kao što biste očekivali od Peela, već su tu, jasno vidljivi.",0,,,,,,
"Fincher to radi na pametan način, pa tako upravo tehnološke stvari, a koje su nam svima prisutne, koristi da bi prikazao tu kulturu izolacije i osamljenosti.",0,,,,,,
Wilde-in naum bio je snimiti feministički film.,1,,,,,,
"Druga obitelj ih pozove u svoju kuću, te nakon nešto premišljanja oni na kraju prihvate, iako cijela stvar vrišti da je to krivo, ali zbog stanja unutar prve obitelji i karizme kojom je zračila druga obitelj, to se na kraju učini kao dobrom odlukom.",1,,,,,,
"Ono što mi se kod njega posebno svidjelo definitivno je taj unutarnji glas koji u nijednom trenutku ne govori kako bi drugi trebali živjeti, već on kroz ta svoja razmišljanja daje smisao vlastitom životu.",0,,,,,,
"Istovremeno zastrašujuć, jeziv i uznemirujuć, stvorio je neku vrstu spektra vlastite sjebanosti.",1,,,,,,
"Glavna protagonistica filma, Harper, koju glumi nikada bolja Jessie Buckley, upravo taj i takav nevidljivi osjećaj paranoje ima u sebi.",1,,,,,,
"Ovaj film je primer projekta u kome autor poštuje klasičnu formulu, ali dodaje određene elemente koji ostavljaju utisak originalnosti.",0,,,,,,
Prošlo je više od stotinu godina otkako je majstor njemačkog filmskog ekspresionizma i jedan od najutjecajnijih autora nijemog fima Friedrich Wilhelm Murnau na filmsko platno donio priču iz slavnog gotičkog romana “Dracula” Brama Stokera i tako sa svojim “Nosferatuom” podnaslovljenim “Simfonija strave” udario temelje modernog filma strave.,1,,,,,,
Ono što sam još primijetio je kako mi je s odmakom film bio bolji.,1,,,,,,
Na taj način i nastaje određena tenzija koja otkriva kako se ispod te površine krije puno više nego što smo mogli zamisliti.,0,,,,,,
"Film poprima određenu dozu Hitchockove napetosti, a koja se posebno osjeća kroz vibru i zvuk određenih kadrova i scena.",1,,,,,,
"I odmah na početku da kažem, drago mi je da je u tome u velikoj mjeri uspio.",0,,,,,,
Ne vjeruj nikome.,2,,,,,,
"Naime, film poprilično efektivno koristi rad kamere, i zahvaljujući tome imamo osjećaj kao da smo i sami dio te plaže.",1,,,,,,
"Film je to koji se sjajno zafkrava na račun te današnje fascinancije hranom i vremena u kojem svi znaju sve o svemu pa tako, naravno, i o kulinarstvu.",0,,,,,,
"Nažalost, likovi su jedan od najslabijih dijelova filma.",1,,,,,,
Nažalost.,2,,,,,,
"“Ja nisam ništa doli apetit”, kaže Orlok u sceni koja objašnjava njegovu privlačnost unatoč odvratnoj fizionomiji.",1,,,,,,
Zločin bez kazne.,1,,,,,,
Nasiljem ispunjenu svakodnevicu američkog gradića dodatno pojačava serijski ubojica kojeg nazivaju The Grabber ili Otimač (ili Grabitelj).,1,,,,,,
"Drugim riječima, jednu tematski i više nego prikladno neprijatnu atmosferu, a koju će neprestano podcrtavati i oskarovac Volker Bertelmann efektnom zvučnom podlogom skrojenom od podjednako neprijatnih jauka violina, čela i drugih klasičnih glazbala.",2,,,,,,
"Kroz svaki pojedinačni razgovor koji Harper vodi s njima, itekako je vidljivo kako svi oni podmuklo koriste činjenicu da sama Harper taj (neopravdani) osjećaj ostavlja na mjestima gdje krivnja ne bi trebala živjeti.",1,,,,,,
"Mnogi tu satiru neće uočiti, posebice ne oni kojima je namijenjena, a to je zapravo najveća tragedija od svega.",1,,,,,,
"Zato sam i imao osjećaj kao da je prvi dio filma režirao Paul Thomas Anderson, da bi zatim predao redateljsku štafetu Tobeu Hopperu.",1,,,,,,
"To je zapravo i najbolji prikaz samog života, a koji istovremeno može biti zlokoban, mračan, jadan, smiješan i patetičan.",1,,,,,,
Talk to Me me je privukao zbog pronalaženja drugačije ideje za često korišćenu horor premisu koja uključuje priču o duhovnoj ili demonskoj opsesiji.,1,,,,,,
"Sloboda koju Eggersu nudi horor kao žanr ovdje je tako iskorištena na najbolji mogući način, jednako kao što je tu istu slobodu iskoristio Munrau čiji se Nosferatu razlikovao od ekspresionističkog filma tog vremena, te je više disao, opet prigodan izraz, romantizam, a što ga je u konačnici i učinilo realnim i samim time strašnijim.",0,,,,,,
Čitanje te knjige budi zle duhove koji opsedaju grupu i sve vodi prema suludo krvavom finalu.,1,,,,,,
"Njegovi trileri često prikazuju jedan hladan svijet, prepun anksioznosti i mraka, s rahlim tlom u kojeg bi gledatelji svaki tren mogli propasti.",1,,,,,,
"Iako je natopljen krvlju i seksom, film nije kičast, odnosno ne ide u grindhouse formu, naprosto zato što on to i nije.",0,,,,,,
"Tu posebno mislim na Bena (Scott McNairy), muža protagonistice koji je ovdje još veći slabić nego što je bio isti lik u originalu.",2,,,,,,
"No, Sue ima drugačije planove i prekrši pravilo od sedam dana.",1,,,,,,
Slabost je ranjivost.“,1,,,,,,
"Jer, gledanje svijeta kroz ekran mobitela, što velika većina danas radi, u potpunosti mijenja našu percepciju prema svijetu, jednako kao i perspektivu nekih budućih odnosa s ljudima.",1,,,,,,
Justin se zatiče u moralnim dilemama: istupiti kao nehotični počinitelj nesreće s poviješću alkoholizma ili dozvoliti kao budući otac i uzorit mladi supružnik da nekadašnji kriminalac i dio narko-bande završi doživotno u zatvoru nevin?,1,,,,,,
"Orlok je u filmu uistinu impozantna pojava, demonska figura dubokog, zapovjedničko slomljenog glasa.",0,,,,,,
"Možda je u cijelom tom odnosu, posebice kroz onu freudovsku psihodeliju koja je prisutna u određenim trenucima, itekako bilo prostora i za malo više istraživanja seksualnosti, odnosno erotike koja bi se jako dobro uklopila u ovakav tip žanrovskog filma.",1,,,,,,
"Volim sve vezano za horor, a kada su u pitanju njegovi podžanrovi onda je izbor najdražeg vrlo jednostavan.",0,,,,,,
"Postaje nam jasno kako ne gledamo tipičnog nemilosrdnog ubojicu koji će svoje žrtve stavljati u hladnjaču, nije Smiljana Srnec, već osobu koja bez obzira na posao kojim se bavi, ili ako hoćete baš zato, djeluje nevidljivo, baš poput „njemačkog turista kojeg svi izbjegavaju”, kako će se jednom prilikom našaliti na svoj račun.",1,,,,,,
"Na momente je time film i ciničan, pa i komičan kad vidite da porotnik može slučaj promatrati kao tvrdokorni fan podcasta true crimea.",1,,,,,,
"Evil Dead Rise definitivno je film koji ne biste trebali propustiti, posebice ako ste fan franšize.",0,,,,,,
Raspad braka njihova je tajna – ubrzo nakon dolaska voditelj hotela predlaže četveročlanoj obitelji te još nekim gostima izlet na plažu koja zbog svoje ljepote oduzima dah.,1,,,,,,
"Ona, srećom, nije pretenciozna, nije ozbiljna niti kontroverzna, već je itekako privlačno snažna upravo u svoj toj jednostavnosti.",0,,,,,,
Poanta ovih filmova možda nije da vas natjeraju da navijate za Jigsaw.,1,,,,,,
"Iako, jest slično nekim njegovim prethodnim ulogama.",1,,,,,,
Gotovo svaka scena snimljena je s puno detalja i pridonosi mračnom ugođaju i priči filma.,0,,,,,,
Tu dolazimo do još nekoliko zanimljivih imena u filmu.,1,,,,,,
Prikazi noćnog užasa u samostanu daleko su najslabiji dio filma i previše podsjećaju na neke propale projekte poput The Nun.,1,,,,,,
Ali i zbog mnogo sitničavijih prijestupa.,1,,,,,,
"Iako sličan u radnji kao i Speak No Evil iz 2022. godine (ipak se radi o remakeu), ova verzija ima nekoliko različitih scena.",1,,,,,,
"Može se slobodno reći kako je moderni utjecaj na kultnu horor franšizu na neki način postao i sporedni lik, i to na najpozitivniji način.",0,,,,,,
Film također ne pokušava izvući pozitivnu poruku i pokazati kako je bitno voljeti samu sebe.,2,,,,,,
"Jer, Fincher definitivno jest redatelj koji će vas natjerati da isplanirate svoju idealnu kino večer.",0,,,,,,
"Kada je Olivia Wilde prije tri godine snimila svoj redateljski prvijenac „Booksmart“, a koji nam je donio jednu iznimno uvjerljivu priču o odrastanju i prijateljstvu, bilo je jasno kako se iza ove filmašice krije redateljski talent.",0,,,,,,
To je onaj vizualno zvučni jezik koji sam prethodno spomenuo.,1,,,,,,
Svojoj kolegici iz uslužne industrije Slowik daje mogućnost izbora: ili ćeš umrijeti s onima koji daju ili onima koji uzimaju.,1,,,,,,
"Pa iako ovdje nije ponovno dobila glavnu ulogu, scena u bolnici između nje i Bacon svakako spada među najbolje u filmu, što je kao posljedicu i donijelo svu bujicu budućih događaja koji su stvorili atmosferu tjeskobe koja nas ne pušta sve do samog kraja.",1,,,,,,
Navodno.,1,,,,,,
A moram naglasiti kako dio te glume odrađuje i Eowyn.,1,,,,,,
"Naime, postoji jako puno filmaša koji imaju savršeno smišljen koncept neke ideje, ali je jednostavno ne znaju prenijeti na film.",0,,,,,,
"I zaista, špica ima tu vibru filmova kao što su „Uhvatite Cartera“ ili „Plaćenog ubojice“ s Charlesom Bronsonom.",1,,,,,,
"Također ne smijem zaboraviti ni prekrasnu Jennu Ortegu, kraljicu “Vriska” nove generacije, a čija pojavnost u ovom filmu na neki način, i to u onom simboličkom smislu, predstavlja sve ono što se i veže uz taj period 70-ih.",0,,,,,,
"Za razliku od originala, on se čini slabijim, te ne pokušava shvatiti surovost i frustraciju prvobitnog filma.",2,,,,,,
"Tada je iznimno popularan gotički horor (npr. Frankenstein je nastao u tom razdoblju), koji je samo jedan od izraza romantičarskog interesa prema mraku, ludilu, okultnom.",1,,,,,,
"Nakon što je premijerno prikazan na Filmskom festivalu u američkom gradu Tellurideu, kritičari su ga u velikoj mjeri nahvalili.",1,,,,,,
"Nakon što Otis stariji pogine u nadrealnoj nesreći u kojoj ga kovanica koja padne s neba pogodi u oko, posao preuzimaju njegovi potomci O.J.",1,,,,,,
"Pa iako različiti, oni se u nijednom trenutku ne sukobljavaju, već se nadopunjuju i na taj način stvaraju prikaz u onom metaforičkom smislu nakon kojeg mi sami donosimo zaključke, odnosno vlastitu interpretaciju viđenog.",1,,,,,,
